donor_country,recipient_country,2008,2009,2010,2011,2012
CZE,BIH,..,..,..,0.022755,..
CZE,HRV,..,..,..,..,..
CZE,CYP,..,..,..,..,..
CZE,MKD,..,..,..,0.016976,..
CZE,MLT,..,..,..,..,..
CZE,MDA,..,..,..,..,..
CZE,MNE,..,..,..,..,..
CZE,SRB,..,..,..,0.014147,..
CZE,SVN,..,..,..,..,..
CZE,TUR,..,..,..,..,..
CZE,UKR,..,..,..,..,..
CZE,DZA,..,..,..,..,..
CZE,EGY,..,..,..,..,..
CZE,LBY,..,..,..,..,..
CZE,MAR,..,..,..,..,..
CZE,TUN,..,..,..,..,..
CZE,AGO,..,..,..,..,..
CZE,BEN,..,..,..,..,..
CZE,BWA,..,..,..,..,..
CZE,BFA,..,..,..,..,..
CZE,BDI,..,..,..,..,..
CZE,CMR,..,..,..,..,..
CZE,CPV,..,..,..,..,..
CZE,CAF,..,..,..,..,..
CZE,TCD,..,..,..,..,..
CZE,COM,..,..,..,..,..
CZE,CDZ,..,..,..,..,..
CZE,COG,..,..,..,..,..
CZE,CIV,..,..,..,..,..
CZE,DJI,..,..,..,..,..
CZE,GNQ,..,..,..,..,..
CZE,ERI,..,..,..,..,..
CZE,ETH,..,..,..,0.026964,0.204726
CZE,GAB,..,..,..,..,..
CZE,GMB,..,..,..,..,..
CZE,GHA,..,..,..,..,..
CZE,GIN,..,..,..,..,..
CZE,GNB,..,..,..,..,..
CZE,KEN,..,..,..,..,..
CZE,LSO,..,..,..,..,..
CZE,LBR,..,..,..,..,..
CZE,MDG,..,..,..,..,..
CZE,MWI,..,..,..,..,..
CZE,MLI,..,..,..,..,..
CZE,MRT,..,..,..,..,..
CZE,MUS,..,..,..,..,..
CZE,MOZ,..,..,..,..,..
CZE,NAM,..,..,..,..,..
CZE,NER,..,..,..,..,..
CZE,NGA,..,..,..,0.005659,..
CZE,RWA,..,..,..,..,..
CZE,STP,..,..,..,..,..
CZE,SEN,..,..,..,..,..
CZE,SYC,..,..,..,..,..
CZE,SLE,..,..,..,..,..
CZE,SOM,..,..,..,..,..
CZE,ZAF,..,..,..,..,..
CZE,SHN,..,..,..,..,..
CZE,SDN,..,..,..,..,..
CZE,SWZ,..,..,..,..,..
CZE,TZA,..,..,..,..,..
CZE,TGO,..,..,..,..,..
CZE,UGA,..,..,..,..,..
CZE,ZMB,..,..,..,0.026935,..
CZE,ZWE,..,..,..,0.008488,..
CZE,AIA,..,..,..,..,..
CZE,ATG,..,..,..,..,..
CZE,ABW,..,..,..,..,..
CZE,BHS,..,..,..,..,..
CZE,BRB,..,..,..,..,..
CZE,BLZ,..,..,..,..,..
CZE,BMU,..,..,..,..,..
CZE,CYM,..,..,..,..,..
CZE,CRI,..,..,..,..,..
CZE,CUB,..,..,..,..,..
CZE,DMA,..,..,..,..,..
CZE,DOM,..,..,..,..,..
CZE,SLV,..,..,..,..,..
CZE,GRD,..,..,..,..,..
CZE,GTM,..,..,..,..,..
CZE,HTI,..,..,..,..,..
CZE,HND,..,..,..,..,..
CZE,JAM,..,..,..,..,..
CZE,MEX,..,..,..,..,..
CZE,MSR,..,..,..,..,..
CZE,ANT,..,..,..,..,..
CZE,NIC,..,..,..,..,..
CZE,PAN,..,..,..,..,..
CZE,KNA,..,..,..,..,..
CZE,LCA,..,..,..,..,..
CZE,VCT,..,..,..,..,..
CZE,TTO,..,..,..,..,..
CZE,TCA,..,..,..,..,..
CZE,VGB,..,..,..,..,..
CZE,ARG,..,..,..,..,..
CZE,BOL,..,..,..,..,..
CZE,BRA,..,..,..,..,..
CZE,CHL,..,..,..,..,..
CZE,COL,..,..,..,..,..
CZE,ECU,..,..,..,..,..
CZE,GUY,..,..,..,..,..
CZE,PRY,..,..,..,0.016976,..
CZE,PER,..,..,..,..,..
CZE,SUR,..,..,..,..,..
CZE,URY,..,..,..,..,..
CZE,VEN,..,..,..,..,..
CZE,BRN,..,..,..,..,..
CZE,KHM,..,..,..,0.104684,..
CZE,CHN,..,..,..,..,..
CZE,IDN,..,..,..,..,..
CZE,KOR,..,..,..,..,..
CZE,PRK,..,..,..,..,..
CZE,LAO,..,..,..,..,..
CZE,MYS,..,..,..,..,..
CZE,MNG,..,..,..,..,..
CZE,PHL,..,..,..,0.021955,..
CZE,SGP,..,..,..,..,..
CZE,THA,..,..,..,..,..
CZE,TLS,..,..,..,..,..
CZE,VNM,..,..,..,..,..
CZE,AFG,..,..,..,0.00679,0.153545
CZE,ARM,..,..,..,..,..
CZE,AZE,..,..,..,..,..
CZE,BGD,..,..,..,..,..
CZE,BTN,..,..,..,..,..
CZE,GEO,..,..,..,0.036922,..
CZE,IND,..,..,..,..,..
CZE,KAZ,..,..,..,..,..
CZE,KGZ,..,..,..,..,..
CZE,MDV,..,..,..,..,..
CZE,MMR,..,..,..,0.005659,..
CZE,NPL,..,..,..,..,..
CZE,PAK,..,..,..,..,..
CZE,LKA,..,..,..,..,..
CZE,TJK,..,..,..,..,..
CZE,TKM,..,..,..,..,..
CZE,UZB,..,..,..,..,..
CZE,BHR,..,..,..,..,..
CZE,IRN,..,..,..,..,..
CZE,IRQ,..,..,..,0.011034,..
CZE,ISR,..,..,..,..,..
CZE,JOR,..,..,..,..,..
CZE,KWT,..,..,..,..,..
CZE,LBN,..,..,..,..,..
CZE,OMN,..,..,..,..,..
CZE,QAT,..,..,..,..,..
CZE,SAU,..,..,..,..,..
CZE,SYR,..,..,..,..,..
CZE,ARE,..,..,..,..,..
CZE,PSZ,..,..,..,..,..
CZE,YEM,..,..,..,..,..
CZE,COK,..,..,..,..,..
CZE,FJI,..,..,..,..,..
CZE,PYF,..,..,..,..,..
CZE,KIR,..,..,..,..,..
CZE,MHL,..,..,..,..,..
CZE,FSM,..,..,..,..,..
CZE,NRU,..,..,..,..,..
CZE,NCL,..,..,..,..,..
CZE,NIU,..,..,..,..,..
CZE,PLW,..,..,..,..,..
CZE,PNG,..,..,..,..,..
CZE,WSM,..,..,..,..,..
CZE,SLB,..,..,..,..,..
CZE,TKL,..,..,..,..,..
CZE,TON,..,..,..,..,..
CZE,TUV,..,..,..,..,..
CZE,VUT,..,..,..,..,..
DNK,ALB,..,..,..,..,..
DNK,BLR,..,..,..,..,..
DNK,BIH,..,..,..,..,..
DNK,HRV,..,..,..,..,..
DNK,CYP,..,..,..,..,..
DNK,MKD,..,..,..,..,..
DNK,MLT,..,..,..,..,..
DNK,MDA,..,..,..,..,..
DNK,MNE,..,..,..,..,..
DNK,SRB,..,..,..,..,..
DNK,SVN,..,..,..,..,..
DNK,TUR,..,..,..,..,..
DNK,UKR,..,..,..,..,..
DNK,DZA,..,..,..,..,..
DNK,EGY,..,..,..,..,..
DNK,LBY,..,..,..,..,..
DNK,MAR,..,..,..,..,..
DNK,TUN,..,..,..,..,..
DNK,AGO,..,..,..,..,..
DNK,BEN,..,..,0.19767,..,21.589319
DNK,BWA,..,..,..,..,..
DNK,BFA,..,..,..,..,..
DNK,BDI,..,..,..,..,..
DNK,CMR,..,..,..,..,..
DNK,CPV,..,..,..,..,..
DNK,CAF,..,..,..,..,..
DNK,TCD,..,..,..,..,..
DNK,COM,..,..,..,..,..
DNK,CDZ,..,..,..,..,..
DNK,COG,..,..,..,..,..
DNK,CIV,..,..,..,..,..
DNK,DJI,..,..,..,..,..
DNK,GNQ,..,..,..,..,..
DNK,ERI,..,..,..,..,..
DNK,ETH,..,..,..,..,..
DNK,GAB,..,..,..,..,..
DNK,GMB,..,..,..,..,..
DNK,GHA,..,0.013654,..,..,..
DNK,GIN,..,..,..,..,..
DNK,GNB,..,..,..,..,..
DNK,KEN,..,..,..,..,..
DNK,LSO,..,..,..,..,..
DNK,LBR,..,..,..,..,..
DNK,MDG,..,..,..,..,..
DNK,MWI,..,..,..,..,..
DNK,MLI,..,..,..,..,..
DNK,MRT,..,..,..,..,..
DNK,MUS,..,..,..,..,..
DNK,MOZ,..,..,0.022386,..,..
DNK,NAM,..,..,..,..,..
DNK,NER,..,..,..,..,..
DNK,NGA,..,..,..,..,..
DNK,RWA,..,..,..,..,..
DNK,STP,..,..,..,..,..
DNK,SEN,..,..,..,..,..
DNK,SYC,..,..,..,..,..
DNK,SLE,..,..,..,..,..
DNK,SOM,..,..,..,..,..
DNK,ZAF,..,..,..,..,..
DNK,SHN,..,..,..,..,..
DNK,SDN,..,..,..,..,..
DNK,SWZ,..,..,..,..,..
DNK,TZA,..,..,..,..,..
DNK,TGO,..,..,..,..,..
DNK,UGA,..,..,..,..,..
DNK,ZMB,..,..,1.77879,4.182711,..
DNK,ZWE,..,..,..,..,..
DNK,AIA,..,..,..,..,..
DNK,ATG,..,..,..,..,..
DNK,ABW,..,..,..,..,..
DNK,BHS,..,..,..,..,..
DNK,BRB,..,..,..,..,..
DNK,BLZ,..,..,..,..,..
DNK,BMU,..,..,..,..,..
DNK,CYM,..,..,..,..,..
DNK,CRI,..,..,..,..,..
DNK,CUB,..,..,..,..,..
DNK,DMA,..,..,..,..,..
DNK,DOM,..,..,..,..,..
DNK,SLV,..,..,..,..,..
DNK,GRD,..,..,..,..,..
DNK,GTM,..,..,..,..,..
DNK,HTI,..,..,..,..,..
DNK,HND,..,..,..,..,..
DNK,JAM,..,..,..,..,..
DNK,MEX,..,..,..,..,..
DNK,MSR,..,..,..,..,..
DNK,ANT,..,..,..,..,..
DNK,NIC,..,..,..,..,..
DNK,PAN,..,..,..,..,..
DNK,KNA,..,..,..,..,..
DNK,LCA,..,..,..,..,..
DNK,VCT,..,..,..,..,..
DNK,TTO,..,..,..,..,..
DNK,TCA,..,..,..,..,..
DNK,VGB,..,..,..,..,..
DNK,ARG,..,..,..,..,..
DNK,BOL,..,..,20.456081,..,..
DNK,BRA,..,..,..,..,..
DNK,CHL,..,..,..,..,..
DNK,COL,..,..,..,..,..
DNK,ECU,..,..,..,..,..
DNK,GUY,..,..,..,..,..
DNK,PRY,..,..,..,..,..
DNK,PER,..,..,..,..,..
DNK,SUR,..,..,..,..,..
DNK,URY,..,..,..,..,..
DNK,VEN,..,..,..,..,..
DNK,BRN,..,..,..,..,..
DNK,KHM,..,..,..,..,..
DNK,CHN,..,..,..,..,..
DNK,IDN,..,..,..,..,..
DNK,KOR,..,..,..,..,..
DNK,PRK,..,..,..,..,..
DNK,LAO,..,..,..,..,..
DNK,MYS,..,..,..,..,..
DNK,MNG,..,..,..,..,..
DNK,PHL,..,..,..,..,..
DNK,SGP,..,..,..,..,..
DNK,THA,..,..,..,..,..
DNK,TLS,..,..,..,..,..
DNK,VNM,..,..,..,..,..
DNK,AFG,0.5612,..,3.945849,18.172898,18.431406
DNK,ARM,..,..,..,..,..
DNK,AZE,..,..,..,..,..
DNK,BGD,..,..,..,..,..
DNK,BTN,..,0.036659,..,0.054474,..
DNK,GEO,..,..,..,..,..
DNK,IND,..,..,..,..,..
DNK,KAZ,..,..,..,..,..
DNK,KGZ,..,..,..,..,..
DNK,MDV,..,..,..,..,..
DNK,MMR,..,0.007107,..,..,..
DNK,NPL,..,0.056111,..,..,0.438004
DNK,PAK,..,..,..,..,..
DNK,LKA,..,..,..,..,..
DNK,TJK,..,..,..,..,..
DNK,TKM,..,..,..,..,..
DNK,UZB,..,..,..,..,..
DNK,BHR,..,..,..,..,..
DNK,IRN,..,..,..,..,..
DNK,IRQ,..,..,..,..,..
DNK,ISR,..,..,..,..,..
DNK,JOR,..,..,..,..,..
DNK,KWT,..,..,..,..,..
DNK,LBN,..,..,..,..,..
DNK,OMN,..,..,..,..,..
DNK,QAT,..,..,..,..,..
DNK,SAU,..,..,..,..,..
DNK,SYR,..,..,..,..,..
DNK,ARE,..,..,..,..,..
DNK,PSZ,..,..,..,0.932766,..
DNK,YEM,..,..,..,..,..
DNK,COK,..,..,..,..,..
DNK,FJI,..,..,..,..,..
DNK,PYF,..,..,..,..,..
DNK,KIR,..,..,..,..,..
DNK,MHL,..,..,..,..,..
DNK,FSM,..,..,..,..,..
DNK,NRU,..,..,..,..,..
DNK,NCL,..,..,..,..,..
DNK,NIU,..,..,..,..,..
DNK,PLW,..,..,..,..,..
DNK,PNG,..,..,..,..,..
DNK,WSM,..,..,..,..,..
DNK,SLB,..,..,..,..,..
DNK,TKL,..,..,..,..,..
DNK,TON,..,..,..,..,..
DNK,TUV,..,..,..,..,..
DNK,VUT,..,..,..,..,..
FIN,ALB,..,..,..,..,..
FIN,BLR,..,..,..,..,..
FIN,BIH,..,..,..,..,..
FIN,HRV,..,..,..,..,..
FIN,CYP,..,..,..,..,..
FIN,MKD,..,..,..,..,..
FIN,MLT,..,..,..,..,..
FIN,MDA,..,..,..,..,..
FIN,MNE,..,..,0.013245,0.013904,..
FIN,SRB,..,0.069628,0.066225,0.000823,..
FIN,SVN,..,..,..,..,..
FIN,TUR,..,..,..,..,..
FIN,UKR,..,..,0.121589,0.156399,..
FIN,DZA,..,..,..,..,..
FIN,EGY,..,0.11419,..,..,..
FIN,LBY,..,..,..,..,..
FIN,MAR,0.759236,..,..,..,..
FIN,TUN,..,..,..,..,..
FIN,AGO,..,1.505711,..,..,..
FIN,BEN,..,..,..,..,..
FIN,BWA,..,..,..,..,..
FIN,BFA,..,..,..,..,..
FIN,BDI,..,..,..,..,..
FIN,CMR,..,..,..,..,..
FIN,CPV,..,..,..,..,..
FIN,CAF,..,..,..,..,..
FIN,TCD,..,..,..,..,..
FIN,COM,..,..,..,..,..
FIN,CDZ,..,..,..,..,..
FIN,COG,..,..,..,..,..
FIN,CIV,..,..,..,..,..
FIN,DJI,..,..,..,..,..
FIN,GNQ,..,..,..,..,..
FIN,ERI,..,..,..,..,..
FIN,ETH,..,..,0.290351,0.100046,2.570694
FIN,GAB,0.075278,..,..,0.058259,..
FIN,GMB,..,..,0.151656,..,..
FIN,GHA,..,..,..,..,..
FIN,GIN,..,..,..,..,..
FIN,GNB,..,..,..,..,..
FIN,KEN,0.080773,0.299213,..,..,..
FIN,LSO,..,..,..,..,..
FIN,LBR,..,..,..,..,..
FIN,MDG,..,..,..,..,..
FIN,MWI,..,..,..,..,..
FIN,MLI,..,..,..,..,..
FIN,MRT,..,..,..,..,..
FIN,MUS,..,..,..,..,..
FIN,MOZ,25.962787,4.204009,9.386291,19.503128,..
FIN,NAM,..,0.069628,0.27245,..,0.660442
FIN,NER,..,..,..,..,..
FIN,NGA,..,..,..,..,..
FIN,RWA,..,..,..,..,..
FIN,STP,..,..,..,..,..
FIN,SEN,0.086543,..,..,..,..
FIN,SYC,..,..,..,..,..
FIN,SLE,..,..,..,..,..
FIN,SOM,0.091591,..,..,..,..
FIN,ZAF,..,..,0.086093,..,..
FIN,SHN,..,..,..,..,..
FIN,SDN,..,0.079098,..,..,..
FIN,SWZ,..,..,..,..,..
FIN,TZA,0.477283,0.088354,0.171811,0.268284,..
FIN,TGO,..,..,..,..,..
FIN,UGA,..,0.052778,..,..,..
FIN,ZMB,..,..,..,..,..
FIN,ZWE,..,..,..,..,..
FIN,AIA,..,..,..,..,..
FIN,ATG,..,..,..,..,..
FIN,ABW,..,..,..,..,..
FIN,BHS,..,..,..,..,..
FIN,BRB,..,..,..,..,..
FIN,BLZ,..,..,..,..,..
FIN,BMU,..,..,..,..,..
FIN,CYM,..,..,..,..,..
FIN,CRI,..,..,..,..,..
FIN,CUB,..,..,..,..,..
FIN,DMA,..,..,..,..,..
FIN,DOM,..,..,..,..,..
FIN,SLV,..,0.075357,..,..,..
FIN,GRD,..,..,..,..,..
FIN,GTM,0.072119,..,..,..,..
FIN,HTI,..,..,..,..,..
FIN,HND,..,..,..,..,..
FIN,JAM,..,..,..,..,..
FIN,MEX,0.019688,..,..,..,..
FIN,MSR,..,..,..,..,..
FIN,ANT,..,..,..,..,..
FIN,NIC,..,0.10862,..,..,..
FIN,PAN,..,..,..,..,..
FIN,KNA,..,..,..,..,..
FIN,LCA,..,..,..,..,0.034704
FIN,VCT,..,..,..,..,..
FIN,TTO,..,..,..,..,..
FIN,TCA,..,..,..,..,..
FIN,VGB,..,..,..,..,..
FIN,ARG,0.044714,..,0.054344,0.067533,0.048465
FIN,BOL,..,..,..,..,..
FIN,BRA,..,..,..,..,..
FIN,CHL,..,..,..,..,..
FIN,COL,..,..,..,..,..
FIN,ECU,..,0.019886,..,..,..
FIN,GUY,..,..,..,..,..
FIN,PRY,..,..,0.023587,0.00099,..
FIN,PER,..,0.100673,..,..,..
FIN,SUR,..,..,..,..,..
FIN,URY,..,..,0.051656,0.002169,..
FIN,VEN,..,..,..,..,0.006427
FIN,BRN,..,..,..,..,..
FIN,KHM,..,..,..,..,..
FIN,CHN,..,..,..,..,..
FIN,IDN,..,0.360486,..,..,..
FIN,KOR,..,..,..,..,..
FIN,PRK,..,..,..,..,..
FIN,LAO,..,0.185673,..,0.004046,..
FIN,MYS,..,..,..,..,..
FIN,MNG,..,0.154296,..,..,0.18794
FIN,PHL,..,..,..,..,..
FIN,SGP,..,..,..,..,..
FIN,THA,..,..,..,..,..
FIN,TLS,..,..,..,..,..
FIN,VNM,..,..,..,..,..
FIN,AFG,..,..,..,..,..
FIN,ARM,..,..,..,..,..
FIN,AZE,..,0.07327,..,..,..
FIN,BGD,..,..,..,..,..
FIN,BTN,..,..,..,..,..
FIN,GEO,..,..,..,0.278087,..
FIN,IND,..,..,..,..,..
FIN,KAZ,..,..,..,..,..
FIN,KGZ,..,..,..,..,..
FIN,MDV,..,..,..,..,..
FIN,MMR,..,..,..,..,..
FIN,NPL,..,22.747528,0.806687,2.274472,..
FIN,PAK,..,..,..,..,..
FIN,LKA,..,..,..,..,..
FIN,TJK,..,..,..,..,..
FIN,TKM,..,..,..,..,..
FIN,UZB,..,..,..,..,..
FIN,BHR,..,..,..,..,..
FIN,IRN,..,..,..,..,..
FIN,IRQ,..,..,..,..,..
FIN,ISR,..,..,..,..,..
FIN,JOR,..,..,..,..,..
FIN,KWT,..,..,..,..,..
FIN,LBN,..,..,..,..,..
FIN,OMN,..,..,..,..,..
FIN,QAT,..,..,..,..,..
FIN,SAU,..,..,..,..,..
FIN,SYR,..,..,..,..,..
FIN,ARE,..,..,..,..,..
FIN,PSZ,..,13.340227,0.895224,4.588432,..
FIN,YEM,..,..,0.019868,0.006952,..
FIN,COK,..,..,..,..,..
FIN,FJI,..,..,..,..,..
FIN,PYF,..,..,..,..,..
FIN,KIR,..,..,..,..,..
FIN,MHL,..,..,..,..,..
FIN,FSM,..,..,..,..,..
FIN,NRU,..,..,..,..,..
FIN,NCL,..,..,..,..,..
FIN,NIU,..,..,..,..,..
FIN,PLW,..,..,..,..,..
FIN,PNG,..,..,..,..,..
FIN,WSM,..,..,..,..,..
FIN,SLB,..,..,..,..,..
FIN,TKL,..,..,..,..,..
FIN,TON,..,..,..,..,..
FIN,TUV,..,..,..,..,..
FIN,VUT,..,..,..,..,..
FRA,ALB,..,..,..,..,..
FRA,BLR,..,..,..,0.221458,0.142436
FRA,BIH,0.018751,..,..,0.05458,0.052796
FRA,HRV,..,..,..,..,..
FRA,CYP,..,..,..,..,..
FRA,MKD,..,..,..,..,0.01928
FRA,MLT,..,..,..,..,..
FRA,MDA,0.003462,0.019496,..,0.089627,..
FRA,MNE,..,..,..,..,..
FRA,SRB,..,0.019496,..,0.127263,0.096203
FRA,SVN,..,..,..,..,..
FRA,TUR,..,..,..,0.814723,0.680713
FRA,UKR,0.007212,0.005006,..,0.091765,0.195616
FRA,DZA,0.049329,0.022003,..,0.253687,0.117593
FRA,EGY,..,0.063083,..,1.621228,1.316554
FRA,LBY,..,..,..,0.341961,0.192053
FRA,MAR,1.386555,0.225129,..,3.192283,0.493189
FRA,TUN,4.243762,14.534194,..,1.369746,1.116178
FRA,AGO,1.211597,0.268762,0.238155,0.339273,0.434122
FRA,BEN,0.080809,0.023415,..,0.381068,0.354228
FRA,BWA,..,..,..,0.16417,0.154424
FRA,BFA,1.211361,1.055541,9.271523,0.95153,0.557704
FRA,BDI,0.000865,0.002089,..,0.762374,0.396703
FRA,CMR,0.026395,0.006963,..,1.949319,1.847699
FRA,CPV,..,0.974795,..,0.201635,0.144758
FRA,CAF,1.478436,0.002785,0.847682,0.987322,0.837437
FRA,TCD,0.465167,0.224159,0.151515,1.579316,1.200455
FRA,COM,0.006058,0.184737,0.099532,0.227233,1.494349
FRA,CDZ,7.211885,0.004178,..,0.543067,0.289515
FRA,COG,0.015145,0.233388,0.16979,0.159664,0.148643
FRA,CIV,0.00284,0.362724,0.321416,0.304158,0.29649
FRA,DJI,2.163566,..,..,1.306828,0.849076
FRA,GNQ,..,..,..,0.645993,0.403932
FRA,ERI,..,..,..,..,..
FRA,ETH,..,..,..,0.102498,0.105629
FRA,GAB,0.001383,..,..,4.129993,3.194766
FRA,GMB,..,..,..,0.012655,0.14338
FRA,GHA,2.596279,..,..,0.437831,0.368888
FRA,GIN,17.308524,0.013926,..,0.360536,0.23258
FRA,GNB,..,..,..,..,..
FRA,KEN,..,..,..,..,..
FRA,LSO,..,..,..,..,..
FRA,LBR,..,..,..,..,..
FRA,MDG,0.271881,0.508358,0.217438,2.957818,2.23201
FRA,MWI,..,..,..,..,..
FRA,MLI,0.362634,0.814011,0.125932,0.725682,0.681413
FRA,MRT,0.579825,0.084619,..,1.876656,0.595644
FRA,MUS,..,..,..,0.076684,0.074502
FRA,MOZ,0.077531,0.091409,..,0.115139,0.275874
FRA,NAM,..,..,..,0.143403,0.090535
FRA,NER,0.12535,0.105751,1.655629,1.049385,1.172746
FRA,NGA,..,..,..,1.137007,0.934772
FRA,RWA,0.01309,..,..,..,..
FRA,STP,..,..,..,0.192683,0.167365
FRA,SEN,1.097297,1.383421,..,4.315314,4.142184
FRA,SYC,..,..,..,0.262762,0.01726
FRA,SLE,..,..,..,..,..
FRA,SOM,..,..,..,..,..
FRA,ZAF,0.013792,0.041777,..,0.286596,0.20114
FRA,SHN,..,..,..,..,..
FRA,SDN,..,..,..,1.226796,0.19191
FRA,SWZ,..,..,..,..,..
FRA,TZA,0.000721,..,..,0.283021,0.257021
FRA,TGO,0.004327,0.041786,..,0.352776,0.308474
FRA,UGA,..,..,..,0.0246,0.030611
FRA,ZMB,..,..,..,..,..
FRA,ZWE,..,..,..,..,..
FRA,AIA,..,..,..,..,..
FRA,ATG,..,..,..,..,..
FRA,ABW,..,..,..,..,..
FRA,BHS,..,..,..,..,..
FRA,BRB,..,..,..,..,..
FRA,BLZ,..,..,..,..,..
FRA,BMU,..,..,..,..,..
FRA,CYM,..,..,..,..,..
FRA,CRI,..,..,..,0.09031,0.053316
FRA,CUB,0.040389,0.002507,..,..,..
FRA,DMA,..,..,..,..,..
FRA,DOM,..,0.000487,..,..,..
FRA,SLV,0.002164,..,..,..,..
FRA,GRD,..,..,..,..,..
FRA,GTM,0.005914,..,..,..,..
FRA,HTI,0.014424,0.048294,..,6.963548,4.109586
FRA,HND,..,..,..,0.072442,..
FRA,JAM,..,..,..,0.030315,0.031356
FRA,MEX,0.465734,0.683451,..,0.164867,0.13914
FRA,MSR,..,..,..,..,..
FRA,ANT,..,..,..,..,..
FRA,NIC,0.018751,0.018103,..,0.085892,..
FRA,PAN,..,..,..,..,..
FRA,KNA,..,..,..,..,..
FRA,LCA,..,..,..,..,..
FRA,VCT,..,..,..,..,..
FRA,TTO,..,..,..,..,..
FRA,TCA,..,..,..,..,..
FRA,VGB,..,..,..,..,..
FRA,ARG,..,..,..,0.123883,0.27452
FRA,BOL,0.002164,0.005821,..,..,..
FRA,BRA,0.272171,0.891571,0.008757,0.069119,0.040178
FRA,CHL,0.004327,0.017546,..,0.16545,0.072064
FRA,COL,0.005048,0.034675,..,..,..
FRA,ECU,..,0.012533,..,..,..
FRA,GUY,..,..,..,..,..
FRA,PRY,..,..,..,..,..
FRA,PER,0.023006,..,..,..,..
FRA,SUR,..,..,..,..,..
FRA,URY,..,0.018382,..,..,..
FRA,VEN,0.007212,0.00752,..,..,..
FRA,BRN,..,..,..,..,..
FRA,KHM,0.012981,0.139953,1.059603,2.257632,2.286154
FRA,CHN,0.330853,0.489486,..,1.368786,1.374856
FRA,IDN,..,..,..,0.024064,..
FRA,KOR,..,..,..,..,..
FRA,PRK,..,..,..,0.076769,0.184423
FRA,LAO,0.220699,0.496978,..,0.780983,0.466929
FRA,MYS,..,..,..,0.062496,0.0587
FRA,MNG,..,..,..,..,..
FRA,PHL,..,..,..,..,..
FRA,SGP,..,..,..,..,..
FRA,THA,..,0.000696,..,0.160349,0.12089
FRA,TLS,..,..,..,0.162822,0.18366
FRA,VNM,0.675933,1.277545,..,1.170634,1.169065
FRA,AFG,0.001095,0.003899,..,1.300662,1.18734
FRA,ARM,0.058324,0.125618,..,0.507668,0.389644
FRA,AZE,..,..,..,..,..
FRA,BGD,..,..,..,..,..
FRA,BTN,..,..,..,0.14935,0.106231
FRA,GEO,..,..,..,0.123274,0.235117
FRA,IND,0.103375,0.04362,..,0.125437,0.069054
FRA,KAZ,..,..,..,0.049954,0.237273
FRA,KGZ,..,..,..,0.091717,0.042948
FRA,MDV,..,..,..,..,..
FRA,MMR,..,..,..,..,..
FRA,NPL,0.001731,0.006963,..,..,..
FRA,PAK,..,..,..,0.046156,0.030488
FRA,LKA,0.091533,..,..,..,..
FRA,TJK,..,..,..,..,..
FRA,TKM,..,..,..,..,..
FRA,UZB,0.007933,..,..,0.050048,..
FRA,BHR,..,..,..,..,..
FRA,IRN,..,..,..,0.234017,0.050668
FRA,IRQ,..,..,..,..,..
FRA,ISR,..,..,..,..,..
FRA,JOR,..,..,..,0.062448,0.062778
FRA,KWT,..,..,..,..,..
FRA,LBN,0.273672,0.339292,..,2.642266,1.249081
FRA,OMN,..,..,..,..,..
FRA,QAT,..,..,..,..,..
FRA,SAU,..,..,..,..,..
FRA,SYR,..,..,..,0.525983,0.068662
FRA,ARE,..,..,..,..,..
FRA,PSZ,0.141789,0.143351,..,0.35104,0.348473
FRA,YEM,..,..,..,0.042855,..
FRA,COK,..,..,..,..,..
FRA,FJI,..,..,..,..,..
FRA,PYF,..,..,..,..,..
FRA,KIR,..,..,..,..,..
FRA,MHL,..,..,..,..,..
FRA,FSM,..,..,..,..,..
FRA,NRU,..,..,..,..,..
FRA,NCL,..,..,..,..,..
FRA,NIU,..,..,..,..,..
FRA,PLW,..,..,..,..,..
FRA,PNG,..,..,..,0.032216,0.041924
FRA,WSM,..,..,..,..,..
FRA,SLB,..,..,..,..,..
FRA,TKL,..,..,..,..,..
FRA,TON,..,..,..,..,..
FRA,TUV,..,..,..,..,..
FRA,VUT,..,0.536399,0.043421,0.057162,0.054992
DEU,ALB,0.086004,..,..,..,..
DEU,BLR,..,..,..,..,..
DEU,BIH,0.063393,0.064381,..,..,..
DEU,HRV,..,..,..,..,..
DEU,CYP,..,..,..,..,..
DEU,MKD,..,..,..,0.013598,..
DEU,MLT,..,..,..,..,..
DEU,MDA,..,..,0.010596,..,..
DEU,MNE,..,1.392564,..,..,..
DEU,SRB,..,0.03487,..,..,0.000193
DEU,SVN,..,..,..,..,..
DEU,TUR,..,..,..,..,0.000964
DEU,UKR,0.16941,0.140732,0.105656,..,0.000386
DEU,DZA,..,..,..,..,..
DEU,EGY,..,..,..,..,..
DEU,LBY,..,..,..,..,..
DEU,MAR,..,..,..,..,..
DEU,TUN,..,..,..,..,..
DEU,AGO,..,..,..,..,..
DEU,BEN,..,..,3.97351,..,0.385604
DEU,BWA,0.03557,..,0.335445,0.240943,..
DEU,BFA,0.023866,..,..,0.011875,..
DEU,BDI,0.008314,0.002949,..,..,..
DEU,CMR,..,0.731096,..,..,0.321337
DEU,CPV,..,..,..,..,..
DEU,CAF,..,..,..,..,..
DEU,TCD,..,..,..,..,..
DEU,COM,..,..,..,..,..
DEU,CDZ,0.053355,..,0.596026,..,..
DEU,COG,..,..,..,..,0.006427
DEU,CIV,..,..,..,..,..
