donor_country,recipient_country,2008,2009,2010,2011,2012
DEU,DJI,..,..,..,..,..
DEU,GNQ,..,..,..,..,..
DEU,ERI,..,..,..,..,..
DEU,ETH,0.334115,0.474405,0.211139,..,..
DEU,GAB,..,..,..,..,..
DEU,GMB,..,..,0.008089,..,..
DEU,GHA,..,..,..,..,..
DEU,GIN,..,2.785127,..,..,..
DEU,GNB,..,..,..,..,..
DEU,KEN,..,..,0.005616,..,..
DEU,LSO,..,..,..,..,..
DEU,LBR,..,..,..,..,..
DEU,MDG,0.00602,..,..,..,..
DEU,MWI,0.811698,0.761349,0.716097,0.798628,..
DEU,MLI,..,..,..,..,..
DEU,MRT,..,..,..,..,..
DEU,MUS,..,..,..,..,..
DEU,MOZ,15.575164,0.817345,9.653263,0.945442,..
DEU,NAM,0.088925,..,..,0.071254,..
DEU,NER,..,..,..,..,..
DEU,NGA,0.002885,..,..,..,..
DEU,RWA,..,..,1.721854,..,0.721079
DEU,STP,..,..,..,..,..
DEU,SEN,..,6.962819,..,..,..
DEU,SYC,..,..,..,..,..
DEU,SLE,..,..,..,..,..
DEU,SOM,..,..,..,..,..
DEU,ZAF,0.097411,0.020109,0.075632,0.035626,0.033883
DEU,SHN,..,..,..,..,..
DEU,SDN,..,..,0.040452,0.011875,..
DEU,SWZ,..,..,..,..,..
DEU,TZA,..,..,0.019322,0.011875,..
DEU,TGO,..,..,..,..,..
DEU,UGA,6.277225,..,..,..,..
DEU,ZMB,..,11.14051,0.005616,..,..
DEU,ZWE,..,..,0.010566,0.011875,..
DEU,AIA,..,..,..,..,..
DEU,ATG,..,..,..,..,..
DEU,ABW,..,..,..,..,..
DEU,BHS,..,..,..,..,..
DEU,BRB,..,..,..,..,..
DEU,BLZ,..,..,..,..,..
DEU,BMU,..,..,..,..,..
DEU,CYM,..,..,..,..,..
DEU,CRI,0.035131,..,0.104499,0.006022,0.002571
DEU,CUB,..,..,..,..,..
DEU,DMA,..,..,..,..,..
DEU,DOM,..,..,..,..,..
DEU,SLV,0.007397,..,0.188453,0.002245,..
DEU,GRD,..,..,..,..,..
DEU,GTM,0.017821,..,0.278185,0.759777,..
DEU,HTI,..,..,..,..,..
DEU,HND,0.016641,..,0.147738,0.213404,..
DEU,JAM,..,..,..,..,..
DEU,MEX,..,..,..,..,..
DEU,MSR,..,..,..,..,..
DEU,ANT,..,..,..,..,..
DEU,NIC,0.009246,..,0.082326,0.002245,0.032215
DEU,PAN,..,..,0.001535,..,..
DEU,KNA,..,..,..,..,..
DEU,LCA,..,..,..,..,..
DEU,VCT,..,..,..,..,..
DEU,TTO,..,..,..,..,..
DEU,TCA,..,..,..,..,..
DEU,VGB,..,..,..,..,..
DEU,ARG,..,..,0.001535,..,..
DEU,BOL,0.240186,0.029397,..,..,..
DEU,BRA,..,0.751984,..,..,0.917737
DEU,CHL,0.000426,..,..,..,0.00347
DEU,COL,..,..,0.007151,..,..
DEU,ECU,0.008676,..,..,..,..
DEU,GUY,..,..,..,..,..
DEU,PRY,..,..,..,..,..
DEU,PER,0.411077,..,0.001535,..,0.398458
DEU,SUR,..,..,..,..,..
DEU,URY,..,..,0.001535,..,..
DEU,VEN,..,..,..,..,..
DEU,BRN,..,..,..,..,..
DEU,KHM,..,0.181033,..,..,..
DEU,CHN,0.093928,0.193164,0.204672,0.168073,0.314258
DEU,IDN,..,0.00564,..,..,0.00829
DEU,KOR,..,..,..,..,..
DEU,PRK,..,..,..,..,..
DEU,LAO,..,..,..,..,..
DEU,MYS,..,..,..,..,..
DEU,MNG,0.008568,..,..,..,..
DEU,PHL,..,..,..,..,0.000643
DEU,SGP,..,..,..,..,..
DEU,THA,..,0.057722,0.104238,..,..
DEU,TLS,..,..,..,..,..
DEU,VNM,..,..,..,..,0.002571
DEU,AFG,..,0.389855,..,..,0.085062
DEU,ARM,..,..,0.076821,..,..
DEU,AZE,..,..,..,..,..
DEU,BGD,..,..,..,..,..
DEU,BTN,..,..,..,..,..
DEU,GEO,0.510981,0.076812,0.094647,0.034258,0.07806
DEU,IND,0.031264,..,..,..,1.273136
DEU,KAZ,..,..,..,..,0.000643
DEU,KGZ,..,..,..,..,..
DEU,MDV,..,..,..,..,..
DEU,MMR,..,..,..,..,..
DEU,NPL,..,..,..,..,..
DEU,PAK,1.442377,2.088846,0.002474,..,2.570694
DEU,LKA,0.092197,8.740036,..,..,0.001671
DEU,TJK,0.093958,0.102766,0.163689,0.395714,..
DEU,TKM,..,..,..,..,..
DEU,UZB,0.094118,0.031973,..,..,..
DEU,BHR,..,..,..,..,..
DEU,IRN,..,..,..,..,..
DEU,IRQ,..,..,..,..,..
DEU,ISR,..,..,..,..,..
DEU,JOR,..,..,..,..,..
DEU,KWT,..,..,..,..,..
DEU,LBN,..,..,..,..,..
DEU,OMN,..,..,..,..,..
DEU,QAT,..,..,..,..,..
DEU,SAU,..,..,..,..,..
DEU,SYR,..,..,..,..,..
DEU,ARE,..,..,..,..,..
DEU,PSZ,0.045289,0.149531,0.125111,..,..
DEU,YEM,..,..,..,0.079519,..
DEU,COK,..,..,..,..,..
DEU,FJI,..,..,..,..,..
DEU,PYF,..,..,..,..,..
DEU,KIR,..,..,..,..,..
DEU,MHL,..,..,..,..,..
DEU,FSM,..,..,..,..,..
DEU,NRU,..,..,..,..,..
DEU,NCL,..,..,..,..,..
DEU,NIU,..,..,..,..,..
DEU,PLW,..,..,..,..,..
DEU,PNG,..,..,..,..,..
DEU,WSM,..,..,..,..,..
DEU,SLB,..,..,..,..,..
DEU,TKL,..,..,..,..,..
DEU,TON,..,..,..,..,..
DEU,TUV,..,..,..,..,..
DEU,VUT,..,..,..,..,..
GRC,ALB,..,..,..,..,..
GRC,BLR,..,..,..,..,..
GRC,BIH,..,..,..,..,..
GRC,HRV,..,..,..,..,..
GRC,CYP,..,..,..,..,..
GRC,MKD,..,..,..,..,..
GRC,MLT,..,..,..,..,..
GRC,MDA,..,..,..,..,..
GRC,MNE,..,..,..,..,..
GRC,SRB,..,..,..,..,..
GRC,SVN,..,..,..,..,..
GRC,TUR,..,..,..,..,..
GRC,UKR,..,..,..,..,..
GRC,DZA,..,..,..,..,..
GRC,EGY,..,..,..,..,..
GRC,LBY,..,..,..,..,..
GRC,MAR,..,..,..,..,..
GRC,TUN,..,..,..,..,..
GRC,AGO,..,..,..,..,..
GRC,BEN,..,..,..,..,..
GRC,BWA,..,..,..,..,..
GRC,BFA,..,..,..,..,..
GRC,BDI,..,..,..,..,..
GRC,CMR,..,..,..,..,..
GRC,CPV,..,..,..,..,..
GRC,CAF,..,..,..,..,..
GRC,TCD,..,..,..,..,..
GRC,COM,..,..,..,..,..
GRC,CDZ,..,..,..,..,..
GRC,COG,..,..,..,..,..
GRC,CIV,..,..,..,..,..
GRC,DJI,..,..,..,..,..
GRC,GNQ,..,..,..,..,..
GRC,ERI,..,..,..,..,..
GRC,ETH,..,..,..,..,..
GRC,GAB,..,..,..,..,..
GRC,GMB,..,..,..,..,..
GRC,GHA,..,..,..,..,..
GRC,GIN,..,..,..,..,..
GRC,GNB,..,..,..,..,..
GRC,KEN,..,..,..,..,..
GRC,LSO,..,..,..,..,..
GRC,LBR,..,..,..,..,..
GRC,MDG,..,..,..,..,..
GRC,MWI,..,..,..,..,..
GRC,MLI,..,..,..,..,..
GRC,MRT,..,..,..,..,..
GRC,MUS,..,..,..,..,..
GRC,MOZ,..,..,..,..,..
GRC,NAM,..,..,..,..,..
GRC,NER,..,..,..,..,..
GRC,NGA,..,..,..,..,..
GRC,RWA,..,..,..,..,..
GRC,STP,..,..,..,..,..
GRC,SEN,..,..,..,..,..
GRC,SYC,..,..,..,..,..
GRC,SLE,..,..,..,..,..
GRC,SOM,..,..,..,..,..
GRC,ZAF,..,..,..,..,..
GRC,SHN,..,..,..,..,..
GRC,SDN,..,..,..,..,..
GRC,SWZ,..,..,..,..,..
GRC,TZA,..,..,..,..,..
GRC,TGO,..,..,..,..,..
GRC,UGA,..,..,..,..,..
GRC,ZMB,..,..,..,..,..
GRC,ZWE,..,..,..,..,..
GRC,AIA,..,..,..,..,..
GRC,ATG,..,..,..,..,..
GRC,ABW,..,..,..,..,..
GRC,BHS,..,..,..,..,..
GRC,BRB,..,..,..,..,..
GRC,BLZ,..,..,..,..,..
GRC,BMU,..,..,..,..,..
GRC,CYM,..,..,..,..,..
GRC,CRI,..,..,..,..,..
GRC,CUB,..,..,..,..,..
GRC,DMA,..,..,..,..,..
GRC,DOM,..,..,..,..,..
GRC,SLV,..,..,..,..,..
GRC,GRD,..,..,..,..,..
GRC,GTM,..,..,..,..,..
GRC,HTI,..,..,..,..,..
GRC,HND,..,..,..,..,..
GRC,JAM,..,..,..,..,..
GRC,MEX,..,..,..,..,..
GRC,MSR,..,..,..,..,..
GRC,ANT,..,..,..,..,..
GRC,NIC,..,..,..,..,..
GRC,PAN,..,..,..,..,..
GRC,KNA,..,..,..,..,..
GRC,LCA,..,..,..,..,..
GRC,VCT,..,..,..,..,..
GRC,TTO,..,..,..,..,..
GRC,TCA,..,..,..,..,..
GRC,VGB,..,..,..,..,..
GRC,ARG,..,..,..,..,..
GRC,BOL,..,..,..,..,..
GRC,BRA,..,..,..,..,..
GRC,CHL,..,..,..,..,..
GRC,COL,..,..,..,..,..
GRC,ECU,..,..,..,..,..
GRC,GUY,..,..,..,..,..
GRC,PRY,..,..,..,..,..
GRC,PER,..,..,..,..,..
GRC,SUR,..,..,..,..,..
GRC,URY,..,..,..,..,..
GRC,VEN,..,..,..,..,..
GRC,BRN,..,..,..,..,..
GRC,KHM,..,..,..,..,..
GRC,CHN,..,..,..,..,..
GRC,IDN,..,..,..,..,..
GRC,KOR,..,..,..,..,..
GRC,PRK,..,..,..,..,..
GRC,LAO,..,..,..,..,..
GRC,MYS,..,..,..,..,..
GRC,MNG,..,..,..,..,..
GRC,PHL,..,..,..,..,..
GRC,SGP,..,..,..,..,..
GRC,THA,..,..,..,..,..
GRC,TLS,..,..,..,..,..
GRC,VNM,..,..,..,..,..
GRC,AFG,..,0.487397,..,..,..
GRC,ARM,..,..,..,..,..
GRC,AZE,..,..,..,..,..
GRC,BGD,..,..,..,..,..
GRC,BTN,..,..,..,..,..
GRC,GEO,..,..,..,..,..
GRC,IND,..,..,..,..,..
GRC,KAZ,..,..,..,..,..
GRC,KGZ,..,..,..,..,..
GRC,MDV,..,..,..,..,..
GRC,MMR,..,..,..,..,..
GRC,NPL,..,..,..,..,..
GRC,PAK,..,..,..,..,..
GRC,LKA,..,..,..,..,..
GRC,TJK,..,..,..,..,..
GRC,TKM,..,..,..,..,..
GRC,UZB,..,..,..,..,..
GRC,BHR,..,..,..,..,..
GRC,IRN,..,..,..,..,..
GRC,IRQ,..,..,..,..,..
GRC,ISR,..,..,..,..,..
GRC,JOR,..,..,..,..,..
GRC,KWT,..,..,..,..,..
GRC,LBN,..,..,..,..,..
GRC,OMN,..,..,..,..,..
GRC,QAT,..,..,..,..,..
GRC,SAU,..,..,..,..,..
GRC,SYR,..,..,..,..,..
GRC,ARE,..,..,..,..,..
GRC,PSZ,..,..,2.142384,2.14239,2.14239
GRC,YEM,..,..,..,..,..
GRC,COK,..,..,..,..,..
GRC,FJI,..,..,..,..,..
GRC,PYF,..,..,..,..,..
GRC,KIR,..,..,..,..,..
GRC,MHL,..,..,..,..,..
GRC,FSM,..,..,..,..,..
GRC,NRU,..,..,..,..,..
GRC,NCL,..,..,..,..,..
GRC,NIU,..,..,..,..,..
GRC,PLW,..,..,..,..,..
GRC,PNG,..,..,..,..,..
GRC,WSM,..,..,..,..,..
GRC,SLB,..,..,..,..,..
GRC,TKL,..,..,..,..,..
GRC,TON,..,..,..,..,..
GRC,TUV,..,..,..,..,..
GRC,VUT,..,..,..,..,..
ISL,ALB,..,..,..,..,..
ISL,BLR,..,..,..,..,..
ISL,BIH,..,..,..,..,..
ISL,HRV,..,..,..,..,..
ISL,CYP,..,..,..,..,..
ISL,MKD,..,..,..,..,..
ISL,MLT,..,..,..,..,..
ISL,MDA,..,..,..,..,..
ISL,MNE,..,..,..,..,..
ISL,SRB,..,..,..,..,..
ISL,SVN,..,..,..,..,..
ISL,TUR,..,..,..,..,..
ISL,UKR,..,..,..,..,..
ISL,DZA,..,..,..,..,..
ISL,EGY,..,..,..,..,..
ISL,LBY,..,..,..,..,..
ISL,MAR,..,..,..,..,..
ISL,TUN,..,..,..,..,..
ISL,AGO,..,..,..,..,..
ISL,BEN,..,..,..,..,..
ISL,BWA,..,..,..,..,..
ISL,BFA,..,..,..,..,..
ISL,BDI,..,..,..,..,..
ISL,CMR,..,..,..,..,..
ISL,CPV,..,..,..,..,..
ISL,CAF,..,..,..,..,..
ISL,TCD,..,..,..,..,..
ISL,COM,..,..,..,..,..
ISL,CDZ,..,..,..,..,..
ISL,COG,..,..,..,..,..
ISL,CIV,..,..,..,..,..
ISL,DJI,..,..,..,..,..
ISL,GNQ,..,..,..,..,..
ISL,ERI,..,..,..,..,..
ISL,ETH,..,..,..,..,..
ISL,GAB,..,..,..,..,..
ISL,GMB,..,..,..,..,..
ISL,GHA,..,..,..,..,..
ISL,GIN,..,..,..,..,..
ISL,GNB,..,..,..,..,..
ISL,KEN,..,..,..,..,..
ISL,LSO,..,..,..,..,..
ISL,LBR,..,..,..,..,..
ISL,MDG,..,..,..,..,..
ISL,MWI,..,..,..,..,..
ISL,MLI,..,..,..,..,..
ISL,MRT,..,..,..,..,..
ISL,MUS,..,..,..,..,..
ISL,MOZ,..,..,..,..,..
ISL,NAM,..,..,..,..,..
ISL,NER,..,..,..,..,..
ISL,NGA,..,..,..,..,..
ISL,RWA,..,..,..,..,..
ISL,STP,..,..,..,..,..
ISL,SEN,..,..,..,..,..
ISL,SYC,..,..,..,..,..
ISL,SLE,..,..,..,..,..
ISL,SOM,..,..,..,..,..
ISL,ZAF,..,..,..,..,..
ISL,SHN,..,..,..,..,..
ISL,SDN,..,..,..,..,..
ISL,SWZ,..,..,..,..,..
ISL,TZA,..,..,..,..,..
ISL,TGO,..,..,..,..,..
ISL,UGA,..,..,..,0.124395,..
ISL,ZMB,..,..,..,..,..
ISL,ZWE,..,..,..,..,..
ISL,AIA,..,..,..,..,..
ISL,ATG,..,..,..,..,..
ISL,ABW,..,..,..,..,..
ISL,BHS,..,..,..,..,..
ISL,BRB,..,..,..,..,..
ISL,BLZ,..,..,..,..,..
ISL,BMU,..,..,..,..,..
ISL,CYM,..,..,..,..,..
ISL,CRI,..,..,..,..,..
ISL,CUB,..,..,..,..,..
ISL,DMA,..,..,..,..,..
ISL,DOM,..,..,..,..,..
ISL,SLV,..,..,..,..,..
ISL,GRD,..,..,..,..,..
ISL,GTM,..,..,..,..,..
ISL,HTI,..,..,..,..,..
ISL,HND,..,..,..,..,..
ISL,JAM,..,..,..,..,..
ISL,MEX,..,..,..,..,..
ISL,MSR,..,..,..,..,..
ISL,ANT,..,..,..,..,..
ISL,NIC,..,..,..,..,..
ISL,PAN,..,..,..,..,..
ISL,KNA,..,..,..,..,..
ISL,LCA,..,..,..,..,..
ISL,VCT,..,..,..,..,..
ISL,TTO,..,..,..,..,..
ISL,TCA,..,..,..,..,..
ISL,VGB,..,..,..,..,..
ISL,ARG,..,..,..,..,..
ISL,BOL,..,..,..,..,..
ISL,BRA,..,..,..,..,..
ISL,CHL,..,..,..,..,..
ISL,COL,..,..,..,..,..
ISL,ECU,..,..,..,..,..
ISL,GUY,..,..,..,..,..
ISL,PRY,..,..,..,..,..
ISL,PER,..,..,..,..,..
ISL,SUR,..,..,..,..,..
ISL,URY,..,..,..,..,..
ISL,VEN,..,..,..,..,..
ISL,BRN,..,..,..,..,..
ISL,KHM,..,..,..,..,..
ISL,CHN,..,..,..,..,..
ISL,IDN,..,..,..,..,..
ISL,KOR,..,..,..,..,..
ISL,PRK,..,..,..,..,..
ISL,LAO,..,..,..,..,..
ISL,MYS,..,..,..,..,..
ISL,MNG,..,..,..,..,..
ISL,PHL,..,..,..,..,..
ISL,SGP,..,..,..,..,..
ISL,THA,..,..,..,..,..
ISL,TLS,..,..,..,..,..
ISL,VNM,..,..,..,..,..
ISL,AFG,..,..,..,..,..
ISL,ARM,..,..,..,..,..
ISL,AZE,..,..,..,..,..
ISL,BGD,..,..,..,..,..
ISL,BTN,..,..,..,..,..
ISL,GEO,..,..,..,..,..
ISL,IND,..,..,..,..,..
ISL,KAZ,..,..,..,..,..
ISL,KGZ,..,..,..,..,..
ISL,MDV,..,..,..,..,..
ISL,MMR,..,..,..,..,..
ISL,NPL,..,..,..,..,..
ISL,PAK,..,..,..,..,..
ISL,LKA,..,..,..,..,..
ISL,TJK,..,..,..,..,..
ISL,TKM,..,..,..,..,..
ISL,UZB,..,..,..,..,..
ISL,BHR,..,..,..,..,..
ISL,IRN,..,..,..,..,..
ISL,IRQ,..,..,..,..,..
ISL,ISR,..,..,..,..,..
ISL,JOR,..,..,..,..,..
ISL,KWT,..,..,..,..,..
ISL,LBN,..,..,..,..,..
ISL,OMN,..,..,..,..,..
ISL,QAT,..,..,..,..,..
ISL,SAU,..,..,..,..,..
ISL,SYR,..,..,..,..,..
ISL,ARE,..,..,..,..,..
ISL,PSZ,..,..,..,..,..
ISL,YEM,..,..,..,..,..
ISL,COK,..,..,..,..,..
ISL,FJI,..,..,..,..,..
ISL,PYF,..,..,..,..,..
ISL,KIR,..,..,..,..,..
ISL,MHL,..,..,..,..,..
ISL,FSM,..,..,..,..,..
ISL,NRU,..,..,..,..,..
ISL,NCL,..,..,..,..,..
ISL,NIU,..,..,..,..,..
ISL,PLW,..,..,..,..,..
ISL,PNG,..,..,..,..,..
ISL,WSM,..,..,..,..,..
ISL,SLB,..,..,..,..,..
ISL,TKL,..,..,..,..,..
ISL,TON,..,..,..,..,..
ISL,TUV,..,..,..,..,..
ISL,VUT,..,..,..,..,..
IRL,ALB,..,..,..,..,..
IRL,BLR,0.072119,..,..,..,..
IRL,BIH,..,..,..,..,..
IRL,HRV,..,..,..,..,..
IRL,CYP,..,..,..,..,..
IRL,MKD,..,..,..,..,..
IRL,MLT,..,..,..,..,..
IRL,MDA,..,..,..,..,..
IRL,MNE,..,..,..,..,..
IRL,SRB,..,..,..,..,..
IRL,SVN,..,..,..,..,..
IRL,TUR,..,..,..,..,..
IRL,UKR,..,..,..,..,..
IRL,DZA,..,..,..,..,..
IRL,EGY,..,..,..,..,..
IRL,LBY,..,..,..,..,..
IRL,MAR,..,..,..,..,..
IRL,TUN,..,..,..,..,..
IRL,AGO,..,..,..,..,..
IRL,BEN,..,..,..,..,..
IRL,BWA,..,..,..,..,..
IRL,BFA,..,..,..,..,0.060321
IRL,BDI,0.307585,0.017581,..,..,..
IRL,CMR,0.003606,..,..,..,0.045698
IRL,CPV,..,..,..,..,..
IRL,CAF,..,..,..,..,..
IRL,TCD,..,..,..,..,..
IRL,COM,..,..,..,..,..
IRL,CDZ,0.01951,..,..,..,..
IRL,COG,..,..,..,..,..
IRL,CIV,..,..,..,..,..
IRL,DJI,..,..,..,..,..
IRL,GNQ,..,..,..,..,..
IRL,ERI,..,..,..,..,..
IRL,ETH,0.23649,..,..,..,..
IRL,GAB,..,..,..,..,..
IRL,GMB,..,..,..,..,..
IRL,GHA,..,..,..,..,..
IRL,GIN,..,..,..,..,0.018659
IRL,GNB,..,..,..,..,0.124228
IRL,KEN,0.045654,0.018103,0.01683,..,0.042303
IRL,LSO,..,3.202897,..,2.085651,..
IRL,LBR,..,..,..,..,0.024165
IRL,MDG,..,..,..,..,..
IRL,MWI,0.021636,..,..,0.041713,..
IRL,MLI,..,..,..,..,..
IRL,MRT,..,..,..,..,..
IRL,MUS,..,..,..,..,..
IRL,MOZ,9.375451,..,4.980132,5.277161,6.48223
IRL,NAM,..,..,..,..,..
IRL,NER,0.002384,..,..,..,..
IRL,NGA,0.029915,0.036207,0.08106,..,0.11813
IRL,RWA,0.001796,..,..,..,..
IRL,STP,..,..,..,..,..
IRL,SEN,..,..,..,..,..
IRL,SYC,..,..,..,..,..
IRL,SLE,0.014683,..,..,..,0.149212
IRL,SOM,..,..,..,..,..
IRL,ZAF,3.600412,0.09043,0.14188,0.073208,0.121851
IRL,SHN,..,..,..,..,..
IRL,SDN,0.020987,0.433404,0.016388,..,..
IRL,SWZ,..,..,..,..,..
IRL,TZA,0.057334,0.036207,0.03366,0.124212,..
IRL,TGO,..,..,..,..,..
IRL,UGA,17.079054,10.970365,9.436266,0.741233,0.29351
IRL,ZMB,21.016332,20.837755,16.920058,9.34051,9.128067
IRL,ZWE,0.259022,0.231659,0.264901,0.278087,0.257069
IRL,AIA,..,..,..,..,..
IRL,ATG,..,..,..,..,..
IRL,ABW,..,..,..,..,..
IRL,BHS,..,..,..,..,..
IRL,BRB,..,..,..,..,..
IRL,BLZ,..,..,..,..,..
IRL,BMU,..,..,..,..,..
IRL,CYM,..,..,..,..,..
IRL,CRI,..,..,..,..,..
IRL,CUB,..,..,..,..,..
IRL,DMA,..,..,..,..,..
IRL,DOM,..,..,..,..,..
IRL,SLV,..,..,..,..,..
IRL,GRD,..,..,..,..,..
IRL,GTM,..,0.015875,0.014888,..,..
IRL,HTI,..,0.018103,0.01683,..,..
IRL,HND,0.201406,0.201329,..,..,..
IRL,JAM,..,..,..,..,..
IRL,MEX,..,..,..,..,..
IRL,MSR,..,..,..,..,..
IRL,ANT,..,..,..,..,..
IRL,NIC,..,..,..,..,..
IRL,PAN,..,..,..,..,..
IRL,KNA,..,..,..,..,..
IRL,LCA,..,..,..,..,..
IRL,VCT,..,..,..,..,..
IRL,TTO,..,..,..,..,..
IRL,TCA,..,..,..,..,..
IRL,VGB,..,..,..,..,..
IRL,ARG,..,..,..,..,..
IRL,BOL,..,..,..,..,..
IRL,BRA,..,..,..,..,..
IRL,CHL,..,..,..,..,..
IRL,COL,..,..,..,..,..
IRL,ECU,..,..,..,..,..
IRL,GUY,..,..,..,..,..
IRL,PRY,..,..,..,..,..
IRL,PER,..,..,..,..,..
IRL,SUR,..,..,..,..,..
IRL,URY,..,..,..,..,..
IRL,VEN,..,..,..,..,..
IRL,BRN,..,..,..,..,..
IRL,KHM,..,..,..,..,..
IRL,CHN,..,..,..,..,..
IRL,IDN,..,..,..,..,..
IRL,KOR,..,..,..,..,..
IRL,PRK,..,..,..,..,..
IRL,LAO,..,..,..,..,..
IRL,MYS,..,..,..,..,..
IRL,MNG,..,..,..,..,..
IRL,PHL,0.021636,0.018103,0.01683,..,..
IRL,SGP,..,..,..,..,..
IRL,THA,..,..,..,..,..
IRL,TLS,0.04193,0.047044,0.01683,0.015477,0.04949
IRL,VNM,0.01066,..,..,0.243313,..
IRL,AFG,..,..,..,..,..
IRL,ARM,..,..,..,..,..
IRL,AZE,..,..,..,..,..
IRL,BGD,0.013847,..,..,..,..
IRL,BTN,..,..,..,..,..
IRL,GEO,..,..,..,..,..
IRL,IND,0.011539,0.036207,0.10596,..,..
IRL,KAZ,..,..,..,..,..
IRL,KGZ,..,..,..,..,..
IRL,MDV,..,..,..,..,..
IRL,MMR,..,..,..,..,..
IRL,NPL,0.14332,..,..,0.25224,..
IRL,PAK,..,..,..,..,..
IRL,LKA,..,..,..,..,..
IRL,TJK,..,..,..,..,..
IRL,TKM,..,..,..,..,..
IRL,UZB,..,..,..,..,..
IRL,BHR,..,..,..,..,..
IRL,IRN,..,..,..,..,..
IRL,IRQ,..,..,..,..,..
IRL,ISR,..,..,..,..,..
IRL,JOR,..,..,..,..,..
IRL,KWT,..,..,..,..,..
IRL,LBN,..,..,..,..,..
IRL,OMN,..,..,..,..,..
IRL,QAT,..,..,..,..,..
IRL,SAU,..,..,..,..,..
IRL,SYR,..,..,..,..,..
IRL,ARE,..,..,..,..,..
IRL,PSZ,..,0.069628,1.986755,6.256952,1.928021
IRL,YEM,..,..,..,..,..
IRL,COK,..,..,..,..,..
IRL,FJI,..,..,..,..,..
IRL,PYF,..,..,..,..,..
IRL,KIR,..,..,..,..,..
IRL,MHL,..,..,..,..,..
IRL,FSM,..,..,..,..,..
IRL,NRU,..,..,..,..,..
IRL,NCL,..,..,..,..,..
IRL,NIU,..,..,..,..,..
IRL,PLW,..,..,..,..,..
IRL,PNG,..,..,..,..,..
IRL,WSM,..,..,..,..,..
IRL,SLB,..,..,..,..,..
IRL,TKL,..,..,..,..,..
IRL,TON,..,..,..,..,..
IRL,TUV,..,..,..,..,..
IRL,VUT,..,..,..,..,..
ITA,ALB,0.605044,0.023388,0.019102,0.003302,..
ITA,BLR,..,..,..,..,..
ITA,BIH,0.009844,0.002756,0.237305,0.329068,..
ITA,HRV,..,..,..,..,..
ITA,CYP,..,..,..,..,..
ITA,MKD,..,..,..,..,..
ITA,MLT,..,..,..,..,..
ITA,MDA,0.231862,0.197257,0.01411,0.009197,..
ITA,MNE,..,..,..,..,..
ITA,SRB,1.612822,..,..,..,..
ITA,SVN,..,..,..,..,..
ITA,TUR,..,..,..,..,..
ITA,UKR,..,..,..,..,..
ITA,DZA,..,..,..,..,..
ITA,EGY,..,0.113912,..,..,..
ITA,LBY,..,..,..,..,..
ITA,MAR,0.12116,..,..,0.00139,..
ITA,TUN,..,..,..,..,..
ITA,AGO,..,0.158816,0.156836,0.48215,..
ITA,BEN,0.046877,0.004178,..,..,..
ITA,BWA,..,..,..,..,..
ITA,BFA,0.010485,0.002336,..,..,0.104473
ITA,BDI,..,0.450564,..,..,..
ITA,CMR,0.012613,0.009219,0.001211,..,..
ITA,CPV,..,..,..,..,..
ITA,CAF,..,..,..,..,..
ITA,TCD,0.003459,0.003281,..,..,..
ITA,COM,..,..,..,..,..
ITA,CDZ,0.012953,0.417769,..,0.126115,0.385604
ITA,COG,..,0.006839,..,..,..
ITA,CIV,..,..,..,..,..
ITA,DJI,..,..,..,..,..
ITA,GNQ,..,..,..,..,..
ITA,ERI,..,0.069628,..,..,..
ITA,ETH,2.280446,1.822083,0.412772,0.337271,0.259087
ITA,GAB,..,..,..,..,..
ITA,GMB,..,..,..,..,..
ITA,GHA,..,..,..,..,..
ITA,GIN,..,..,..,..,..
ITA,GNB,0.02199,..,0.002914,..,..
ITA,KEN,..,..,..,..,..
ITA,LSO,..,..,..,..,..
ITA,LBR,..,..,..,..,..
ITA,MDG,0.002159,0.01154,..,..,..
ITA,MWI,..,..,..,..,..
ITA,MLI,..,..,..,..,..
ITA,MRT,..,..,..,..,..
ITA,MUS,..,..,..,..,..
ITA,MOZ,0.100453,0.425204,1.493209,1.552601,1.285347
ITA,NAM,..,..,..,..,..
ITA,NER,0.011393,0.100517,0.004566,0.004532,..
ITA,NGA,..,..,..,..,..
ITA,RWA,..,0.083554,0.002914,..,..
ITA,STP,..,..,..,..,..
ITA,SEN,..,..,0.003974,..,..
ITA,SYC,..,..,..,..,..
ITA,SLE,0.010026,..,..,..,..
ITA,SOM,..,..,..,..,..
ITA,ZAF,0.010581,0.004947,0.008123,..,0.064267
ITA,SHN,..,..,..,..,..
ITA,SDN,..,..,..,..,..
ITA,SWZ,..,..,..,..,..
ITA,TZA,..,..,..,..,..
ITA,TGO,..,..,0.053861,..,..
ITA,UGA,0.655293,0.452113,0.024691,0.013128,0.024422
ITA,ZMB,..,0.269153,..,..,..
ITA,ZWE,..,..,..,..,..
ITA,AIA,..,..,..,..,..
ITA,ATG,..,..,..,..,..
ITA,ABW,..,..,..,..,..
ITA,BHS,..,..,..,..,..
ITA,BRB,..,..,..,..,..
ITA,BLZ,..,..,..,..,..
ITA,BMU,..,..,..,..,..
ITA,CYM,..,..,..,..,..
ITA,CRI,..,..,..,..,..
ITA,CUB,0.008169,0.199908,..,..,..
ITA,DMA,..,..,..,..,..
ITA,DOM,..,..,..,0.009952,..
ITA,SLV,..,0.870119,0.301397,1.443595,2.118239
ITA,GRD,..,..,..,..,..
